,cand_id,cand_name,cand_pty_affliation,result
1516,H2VA030542012,"LONGO, DEAN JAY                                                                                                                                                                                         ",REP,0
1517,H2VA040522012,"FORBES, J RANDY                                                                                                                                                                                         ",REP,1
1518,H2VA040522014,"FORBES, J. RANDY                                                                                                                                                                                        ",REP,1
1519,H2VA041022012,"WARD, ELLA P                                                                                                                                                                                            ",DEM,0
1520,H2VA041022012,"WARD, ELLA P                                                                                                                                                                                            ",DEM,0
1521,H2VA050592014,"HILDEBRANDT, KENNETH J                                                                                                                                                                                  ",IGR,0
1522,H2VA050592012,"HILDEBRANDT, KENNETH J                                                                                                                                                                                  ",IND,0
1523,H2VA061152014,"GOODLATTE, ROBERT W.                                                                                                                                                                                    ",REP,1
1524,H2VA061152012,"GOODLATTE, ROBERT W                                                                                                                                                                                     ",REP,1
1525,H2VA061802012,"SCHMOOKLER, ANDY                                                                                                                                                                                        ",DEM,0
1526,H2VA061802012,"SCHMOOKLER, ANDY                                                                                                                                                                                        ",DEM,0
1527,H2VA071132012,"POWELL, ERNEST WAYNE                                                                                                                                                                                    ",DEM,0
1528,H2VA071132012,"POWELL, ERNEST WAYNE                                                                                                                                                                                    ",DEM,0
1529,H2VA081292012,"HOWELL, JASON                                                                                                                                                                                           ",IND,0
1530,H2VA081292012,"HOWELL, JASON                                                                                                                                                                                           ",IND,0
1531,H2VA090772012,"FLACCAVENTO, ANTHONY JUDE                                                                                                                                                                               ",DEM,0
1532,H2VA090772012,"FLACCAVENTO, ANTHONY JUDE                                                                                                                                                                               ",DEM,0
1533,H2VA101172012,"DOUGLASS, JOHN WADE                                                                                                                                                                                     ",DEM,0
1534,H2VA101172012,"DOUGLASS, JOHN WADE                                                                                                                                                                                     ",DEM,0
1535,H2VA101252012,"CABRAL, KRISTIN                                                                                                                                                                                         ",DEM,0
1536,H2VA101252012,"CABRAL, KRISTIN                                                                                                                                                                                         ",DEM,0
1537,H2VA101332012,"CHISHOLM, JAMES KEVIN                                                                                                                                                                                   ",IND,0
1538,H2VA111492012,"PERKINS, CHRISTOPHER S                                                                                                                                                                                  ",REP,0
1539,H2VA111492012,"PERKINS, CHRISTOPHER S                                                                                                                                                                                  ",REP,0
1540,H2VA111722012,"GIBSON, MARK TIMOTHY                                                                                                                                                                                    ",IND,0
1541,H2VA111722014,"GIBSON, MARK TIMOTHY                                                                                                                                                                                    ",UNK,0
1542,H2VT001102012,"DONKA, MARK                                                                                                                                                                                             ",REP,0
1543,H2VT001102014,"DONKA, MARK                                                                                                                                                                                             ",REP,0
1544,H2VT001282012,"DESROCHERS, JAMES 'SAM'                                                                                                                                                                                 ",IND,0
1545,H2WA021772012,"MATTHEWS, DAN                                                                                                                                                                                           ",REP,0
1546,H2WA021772012,"MATTHEWS, DAN                                                                                                                                                                                           ",REP,0
1547,H2WA030762012,"HAUGEN, JON T                                                                                                                                                                                           ",DEM,0
1548,H2WA040412012,"HASTINGS, DOC                                                                                                                                                                                           ",REP,1
1549,H2WA040412014,"HASTINGS, DOC                                                                                                                                                                                           ",REP,1
1550,H2WA041242012,"BAECHLER, MARY                                                                                                                                                                                          ",DEM,0
1551,H2WA041242012,"BAECHLER, MARY                                                                                                                                                                                          ",DEM,0
1552,H2WA050712012,"COWAN, RICH                                                                                                                                                                                             ",DEM,0
1553,H2WA050712012,"COWAN, RICH                                                                                                                                                                                             ",DEM,0
1554,H2WA061292012,"KILMER, DEREK                                                                                                                                                                                           ",DEM,1
1555,H2WA061292014,"KILMER, DEREK                                                                                                                                                                                           ",DEM,1
1556,H2WA061452012,"DRISCOLL, BILL                                                                                                                                                                                          ",REP,0
1557,H2WA061452012,"DRISCOLL, BILL                                                                                                                                                                                          ",REP,0
1558,H2WA071012012,"BEMIS, RONALD S                                                                                                                                                                                         ",REP,0
1559,H2WA071012012,"BEMIS, RONALD S                                                                                                                                                                                         ",REP,0
1560,H2WA081582012,"PORTERFIELD, KAREN                                                                                                                                                                                      ",DEM,0
1561,H2WA081582012,"PORTERFIELD, KAREN                                                                                                                                                                                      ",DEM,0
1562,H2WI010842012,"ZERBAN, ROB                                                                                                                                                                                             ",DEM,0
1563,H2WI010842014,"ZERBAN, ROBERT T                                                                                                                                                                                        ",DEM,0
1564,H2WI021242012,"POCAN, MARK                                                                                                                                                                                             ",DEM,1
1565,H2WI021242014,"POCAN, MARK                                                                                                                                                                                             ",DEM,1
1566,H2WI030802012,"BOLAND, RAYMOND G                                                                                                                                                                                       ",REP,0
1567,H2WI030802012,"BOLAND, RAYMOND G                                                                                                                                                                                       ",REP,0
1568,H2WI052592012,"HEASTER, DAVID LEMAIRE                                                                                                                                                                                  ",DEM,0
1569,H2WI070652012,"KREITLOW, PATRICK                                                                                                                                                                                       ",DEM,0
1570,H2WI070652012,"KREITLOW, PATRICK                                                                                                                                                                                       ",DEM,0
1571,H2WV010372014,"GAINER, GLEN III                                                                                                                                                                                        ",DEM,0
1572,H2WV010942012,"THORN, SUSAN CAROL                                                                                                                                                                                      ",DEM,0
1573,H2WV010942012,"THORN, SUSAN CAROL                                                                                                                                                                                      ",DEM,0
1574,H2WY001172012,"HENRICHSEN, CHRISTOPHER TODD                                                                                                                                                                            ",DEM,0
1575,H2WY001172012,"HENRICHSEN, CHRISTOPHER TODD                                                                                                                                                                            ",DEM,0
1576,H2WY001252012,"BRUBAKER, RICHARD P.                                                                                                                                                                                    ",LIB,0
1577,H2WY001252014,"BRUBAKER, RICHARD P.                                                                                                                                                                                    ",LIB,0
1578,H4AK001232014,"DUNBAR, FORREST                                                                                                                                                                                         ",DEM,0
1579,H4AL011232014,"BYRNE, BRADLEY ROBERTS                                                                                                                                                                                  ",REP,1
1580,H4AL011562014,"LEFLORE, BURTON R                                                                                                                                                                                       ",DEM,0
1581,H4AL020712014,"WRIGHT, ERICK                                                                                                                                                                                           ",IND,0
1582,H4AL030612014,"SMITH, JESSE TREMAIN                                                                                                                                                                                    ",DEM,0
1583,H4AL050822014,"BRAY, MARK                                                                                                                                                                                              ",IND,0
1584,H4AL060982014,"PALMER, GARY                                                                                                                                                                                            ",REP,1
1585,H4AL061482014,"LESTER, MARK                                                                                                                                                                                            ",DEM,0
1586,H4AR010512014,"MCPHERSON, JACKIE                                                                                                                                                                                       ",DEM,0
1587,H4AR010692014,"WILLHITE, BRIAN SCOTT                                                                                                                                                                                   ",LIB,0
1588,H4AR021332014,"HAYS, PATRICK HENRY                                                                                                                                                                                     ",DEM,0
1589,H4AR021412014,"HILL, JAMES FRENCH                                                                                                                                                                                      ",REP,1
1590,H4AR021742014,"STANDIFORD, DEBBIE                                                                                                                                                                                      ",LIB,0
1591,H4AR030572014,"BRAND, GRANT                                                                                                                                                                                            ",LIB,0
1592,H4AR040482014,"WESTERMAN, BRUCE MR.                                                                                                                                                                                    ",REP,1
1593,H4AR040632014,"WITT, JAMES LEE                                                                                                                                                                                         ",DEM,0
1594,H4AR040712014,"HAMILTON, KEN                                                                                                                                                                                           ",LIB,0
1595,H4AZ010382012,"SALMON, MATT                                                                                                                                                                                            ",REP,1
1596,H4AZ010382014,"SALMON, MATT                                                                                                                                                                                            ",REP,1
1597,H4AZ021192012,"GAMMILL, POWELL                                                                                                                                                                                         ",LIB,0
1598,H4AZ021192014,"GAMMILL, POWELL                                                                                                                                                                                         ",LIB,0
1599,H4AZ021502014,"RAMIREZ, SAMPSON U.                                                                                                                                                                                     ",NNE,0
1600,H4AZ030752014,"SANCHEZ, FEDERICO                                                                                                                                                                                       ",IND,0
1601,H4AZ040242012,"FRANKS, TRENT                                                                                                                                                                                           ",REP,1
1602,H4AZ040242014,"FRANKS, TRENT                                                                                                                                                                                           ",REP,1
1603,H4AZ040992014,"RIKE, CHRIS                                                                                                                                                                                             ",LIB,0
1604,H4AZ050882014,"WOODS, JAMES ISSAC                                                                                                                                                                                      ",DEM,0
1605,H4AZ060452012,"SCHWEIKERT, DAVID                                                                                                                                                                                       ",REP,1
1606,H4AZ060452014,"SCHWEIKERT, DAVID                                                                                                                                                                                       ",REP,1
1607,H4AZ070432014,"GALLEGO, RUBEN                                                                                                                                                                                          ",DEM,1
1608,H4CA010662014,"HALL, HEIDI                                                                                                                                                                                             ",DEM,0
1609,H4CA010662014,"HALL, HEIDI                                                                                                                                                                                             ",DEM,0
1610,H4CA020982014,"MENSING, DALE KENNETH                                                                                                                                                                                   ",REP,0
1611,H4CA030962014,"LOGUE, DANIEL                                                                                                                                                                                           ",REP,0
1612,H4CA041022014,"MOORE, ARTHUR S                                                                                                                                                                                         ",REP,1
1613,H4CA052572014,"HINTON, JAMES                                                                                                                                                                                           ",NNE,0
1614,H4CA100752014,"EGGMAN, MICHAEL RAY                                                                                                                                                                                     ",DEM,0
1615,H4CA110812014,"MCNERNEY, JERRY                                                                                                                                                                                         ",DEM,1
1616,H4CA110812012,"MCNERNEY, JERRY                                                                                                                                                                                         ",DEM,1
1617,H4CA120552014,"KHANNA, ROHIT                                                                                                                                                                                           ",DEM,1
1618,H4CA120552012,"KHANNA, ROHIT                                                                                                                                                                                           ",DEM,1
1619,H4CA130872014,"SUNDEEN, DAKIN M                                                                                                                                                                                        ",REP,0
1620,H4CA150662014,"BUSSELL, HUGH                                                                                                                                                                                           ",REP,0
1621,H4CA160492014,"LOFGREN, ZOE                                                                                                                                                                                            ",DEM,1
1622,H4CA160492012,"LOFGREN, ZOE                                                                                                                                                                                            ",DEM,1
1623,H4CA170212014,"FARR, SAM                                                                                                                                                                                               ",DEM,1
1624,H4CA170212012,"FARR, SAM                                                                                                                                                                                               ",DEM,1
1625,H4CA180602014,"CHEW, ROBIN LEO                                                                                                                                                                                         ",REP,0
1626,H4CA180942014,"FOX, RICHARD B                                                                                                                                                                                          ",REP,0
1627,H4CA200822014,"COSTA, JIM                                                                                                                                                                                              ",DEM,1
1628,H4CA200822012,"COSTA, JIM                                                                                                                                                                                              ",DEM,1
1629,H4CA210722014,"RENTERIA, AMANDA                                                                                                                                                                                        ",DEM,0
1630,H4CA230112014,"WATERS, MAXINE MS                                                                                                                                                                                       ",DEM,1
1631,H4CA230112012,"WATERS, MAXINE                                                                                                                                                                                          ",DEM,1
1632,H4CA231512014,"GARCIA, RAUL                                                                                                                                                                                            ",DEM,0
1633,H4CA251232014,"KNIGHT, STEVE                                                                                                                                                                                           ",REP,1
1634,H4CA261472014,"GORELL, JEFF                                                                                                                                                                                            ",REP,0
1635,H4CA280772014,"STOKES, STEVE                                                                                                                                                                                           ",IND,0
1636,H4CA291332014,"LEADER, WILLIAM                                                                                                                                                                                         ",REP,0
1637,H4CA310712014,"CHABOT, PAUL R DR.                                                                                                                                                                                      ",REP,0
1638,H4CA321032014,"ALAS, ARTURO E III                                                                                                                                                                                      ",REP,0
1639,H4CA331192014,"LIEU, TED                                                                                                                                                                                               ",DEM,1
1640,H4CA331352014,"CARR, ELAN S.                                                                                                                                                                                           ",REP,0
1641,H4CA340752014,"EDWARDS, ADRIENNE NICOLE                                                                                                                                                                                ",DEM,1
1642,H4CA350312014,"TORRES, NORMA                                                                                                                                                                                           ",DEM,1
1643,H4CA350492014,"GAGNIER, CHRISTINA                                                                                                                                                                                      ",DEM,1
1644,H4CA361202014,"NESTANDE, BRIAN                                                                                                                                                                                         ",REP,0
1645,H4CA370782014,"KING, R ADAM                                                                                                                                                                                            ",REP,0
1646,H4CA390412014,"ANDERSON, PETER O                                                                                                                                                                                       ",DEM,0
1647,H4CA411202014,"ADAMS, STEVE                                                                                                                                                                                            ",REP,0
1648,H4CA420862014,"SHERIDAN, TIMOTHY J                                                                                                                                                                                     ",DEM,0
1649,H4CA441652014,"SHBEITA, ADAM                                                                                                                                                                                           ",PAF,0
1650,H4CA450972014,"WALTERS, MIMI                                                                                                                                                                                           ",REP,1
1651,H4CA461292014,"NICK, ADAM                                                                                                                                                                                              ",REP,0
1652,H4CA470692014,"WHALLON, ANDREW                                                                                                                                                                                         ",REP,0
1653,H4CA480422014,"SAVARY, SUZANNE JOYCE                                                                                                                                                                                   ",DEM,0
1654,H4CA490322012,"BILBRAY, BRIAN PHILLIP                                                                                                                                                                                  ",REP,0
1655,H4CA490322012,"BILBRAY, BRIAN PHILLIP                                                                                                                                                                                  ",REP,0
1656,H4CA490992014,"PEISER, DAVE                                                                                                                                                                                            ",DEM,0
1657,H4CA491072014,"LEAVENS, DREW EUGENE                                                                                                                                                                                    ",DEM,0
1658,H4CA510792014,"MEADE, STEPHEN                                                                                                                                                                                          ",REP,0
1659,H4CA520512014,"DEMAIO, CARL                                                                                                                                                                                            ",REP,0
1660,H4CA530592014,"WILSKE, LARRY ALBERT                                                                                                                                                                                    ",REP,0
1661,H4CO000232014,"TAPIA, ABEL J                                                                                                                                                                                           ",DEM,0
1662,H4CO011122014,"WALSH, MARTIN H                                                                                                                                                                                         ",REP,0
1663,H4CO020942014,"LEING, GEORGE                                                                                                                                                                                           ",REP,0
1664,H4CO040742014,"MEYERS, VICTOR S                                                                                                                                                                                        ",DEM,0
1665,H4CO040902014,"BUCK, KENNETH R                                                                                                                                                                                         ",REP,1
1666,H4CO041402014,"LOBAN, JESS                                                                                                                                                                                             ",LIB,0
1667,H4CO060872014,"ROMANOFF, ANDREW                                                                                                                                                                                        ",DEM,0
1668,H4CO070362014,"YTTERBERG, DONALD G W                                                                                                                                                                                   ",REP,0
1669,H4CT010602014,"RUSSELL, JEFFERY                                                                                                                                                                                        ",GRE,0
1670,H4CT030822014,"BROWN, JAMES E                                                                                                                                                                                          ",REP,0
1671,H4FL011552014,"WICHERN, MARK                                                                                                                                                                                           ",IND,0
1672,H4FL020622014,"GRAHAM, GWEN                                                                                                                                                                                            ",DEM,1
1673,H4FL020702014,"LEE, LUTHER                                                                                                                                                                                             ",OTH,0
1674,H4FL031022014,"LAWSON, HOWARD                                                                                                                                                                                          ",UNK,0
1675,H4FL031102014,"WHEELER, MARIHELEN HADDOCK                                                                                                                                                                              ",DEM,0
1676,H4FL040432014,"MOSER-BARTLETT, PAULA DARLENE                                                                                                                                                                           ",NPA,0
1677,H4FL050322012,"RUSSELL, JOHN TIMOTHY                                                                                                                                                                                   ",NNE,0
1678,H4FL050322012,"RUSSELL, JOHN TIMOTHY                                                                                                                                                                                   ",NNE,0
1679,H4FL060222014,"COX, DAVID                                                                                                                                                                                              ",DEM,0
1680,H4FL060222014,"COX, DAVID                                                                                                                                                                                              ",DEM,0
1681,H4FL070872014,"NEUMAN, WESLEY RYAN                                                                                                                                                                                     ",DEM,0
1682,H4FL080852014,"ROTHBLATT, GABRIEL                                                                                                                                                                                      ",DEM,0
1683,H4FL080932014,"DUNCAN, CHRISTOPHER L JR                                                                                                                                                                                ",DEM,0
1684,H4FL090832014,"PLATT, CAROL                                                                                                                                                                                            ",REP,0
1685,H4FL090912014,"MCKENNA, MICHAEL PATRICK                                                                                                                                                                                ",DEM,0
1686,H4FL091332014,"MILAKOVICH, MARKO                                                                                                                                                                                       ",UNK,0
1687,H4FL101152014,"FALSTAD, DAVID B.                                                                                                                                                                                       ",W  ,0
1688,H4FL110712014,"KOLLER, DAVID C                                                                                                                                                                                         ",DEM,0
1689,H4FL130772014,"OVERBY, LUCAS                                                                                                                                                                                           ",LPF,0
1690,H4FL131012014,"JOLLY, DAVID W.                                                                                                                                                                                         ",REP,1
1691,H4FL151552014,"COHN, ALAN MICHAEL                                                                                                                                                                                      ",DEM,0
1692,H4FL161462014,"LAWRENCE, HENRY                                                                                                                                                                                         ",DEM,0
1693,H4FL161532014,"NEWMAN, JOE                                                                                                                                                                                             ",W  ,0
1694,H4FL180682014,"DOMINO, CARL J                                                                                                                                                                                          ",REP,0
1695,H4FL190582014,"FREEMAN, APRIL JUNE                                                                                                                                                                                     ",DEM,0
1696,H4FL190742014,"CLAWSON, CURTIS J                                                                                                                                                                                       ",REP,1
1697,H4FL200642014,"BONNER, JAY ALAN                                                                                                                                                                                        ",REP,0
1698,H4FL221022014,"SCHAMIS, RAYMOND TODD                                                                                                                                                                                   ",OTH,0
1699,H4FL221102014,"SPAIN, PAUL DOUGLAS                                                                                                                                                                                     ",REP,0
1700,H4FL240252014,"FERNANDEZ, LUIS E                                                                                                                                                                                       ",NNE,0
1701,H4FL260382014,"CURBELO, CARLOS MR.                                                                                                                                                                                     ",REP,1
1702,H4GA010392014,"CARTER, EARL LEROY                                                                                                                                                                                      ",REP,1
1703,H4GA011202014,"REESE, BRIAN CORWIN                                                                                                                                                                                     ",DEM,0
1704,H4GA020602014,"DUKE, GREGORY PAUL                                                                                                                                                                                      ",REP,0
1705,H4GA040582014,"DAVIS, RAYMOND LEE                                                                                                                                                                                      ",UNK,0
1706,H4GA041242014,"WIGHT, THOMAS DEE                                                                                                                                                                                       ",DEM,0
1707,H4GA060872014,"PRICE, THOMAS EDMUNDS                                                                                                                                                                                   ",REP,1
1708,H4GA060872012,"PRICE, THOMAS EDMUNDS                                                                                                                                                                                   ",REP,1
1709,H4GA080672014,"WESTMORELAND, LYNN A.                                                                                                                                                                                   ",REP,1
1710,H4GA080672012,"WESTMORELAND, LYNN A.                                                                                                                                                                                   ",REP,1
1711,H4GA090572014,"VOGEL, DAVID DONALD                                                                                                                                                                                     ",DEM,0
1712,H4GA100892014,"DIOUS, IVORY KENNETH                                                                                                                                                                                    ",DEM,0
1713,H4GA110612014,"LOUDERMILK, BARRY                                                                                                                                                                                       ",REP,1
