,cand_id,cand_name,cand_pty_affliation,cand_election_yr,result
1034,H2MS04225,"MOORE, MATT                                                                                                                                                                                             ",DEM,2012  ,0
1035,H2MS04225,"MOORE, MATTHEW RYAN SR                                                                                                                                                                                  ",DEM,2014  ,0
1036,H2MT00047,"GILLAN, KIM                                                                                                                                                                                             ",DEM,2012  ,0
1037,H2MT00047,"GILLAN, KIM                                                                                                                                                                                             ",DEM,2012  ,0
1038,H2MT00096,"KAISER, DAVID                                                                                                                                                                                           ",LIB,2012  ,0
1039,H2MT00096,"KAISER, DAVID                                                                                                                                                                                           ",LIB,2012  ,0
1040,H2MT01060,"DAINES, STEVEN                                                                                                                                                                                          ",REP,2012  ,1
1041,H2MT01060,"DAINES, STEVEN                                                                                                                                                                                          ",REP,2014  ,1
1042,H2NC01081,"JONES, WALTER B.                                                                                                                                                                                        ",REP,2012  ,1
1043,H2NC01081,"JONES, WALTER B.                                                                                                                                                                                        ",REP,2014  ,1
1044,H2NC01198,"DILAURO, PETER                                                                                                                                                                                          ",REP,2012  ,0
1045,H2NC02170,"WILKINS, STEPHEN P                                                                                                                                                                                      ",DEM,2012  ,0
1046,H2NC02170,"WILKINS, STEPHEN P                                                                                                                                                                                      ",DEM,2012  ,0
1047,H2NC02204,"IRVING, BRIAN                                                                                                                                                                                           ",LIB,2012  ,0
1048,H2NC03087,"ANDERSON, ERIK STEVEN                                                                                                                                                                                   ",DEM,2012  ,0
1049,H2NC03087,"ANDERSON, ERIK STEVEN                                                                                                                                                                                   ",DEM,2012  ,0
1050,H2NC05132,"MOTSINGER, ELISABETH MARIE                                                                                                                                                                              ",DEM,2012  ,0
1051,H2NC05132,"MOTSINGER, ELISABETH MARIE                                                                                                                                                                              ",DEM,2012  ,0
1052,H2NC06072,"FORIEST, ANTHONY E                                                                                                                                                                                      ",DEM,2012  ,0
1053,H2NC06072,"FORIEST, ANTHONY E                                                                                                                                                                                      ",DEM,2012  ,0
1054,H2NC07096,"ROUZER, DAVID CHESTON MR.                                                                                                                                                                               ",REP,2012  ,0
1055,H2NC07096,"ROUZER, DAVID CHESTON MR.                                                                                                                                                                               ",REP,2014  ,0
1056,H2NC07096,"ROUZER, DAVID CHESTON MR.                                                                                                                                                                               ",REP,2012  ,1
1057,H2NC07096,"ROUZER, DAVID CHESTON MR.                                                                                                                                                                               ",REP,2014  ,1
1058,H2NC08185,"HUDSON, RICHARD L. JR.                                                                                                                                                                                  ",REP,2014  ,1
1059,H2NC08185,"HUDSON, RICHARD L. JR.                                                                                                                                                                                  ",REP,2012  ,1
1060,H2NC08219,"BLUE, ANTONIO                                                                                                                                                                                           ",DEM,2012  ,0
1061,H2NC08219,"BLUE, ANTONIO                                                                                                                                                                                           ",DEM,2014  ,0
1062,H2NC09076,"ROBERTS, JENNIFER                                                                                                                                                                                       ",DEM,2012  ,0
1063,H2NC09076,"ROBERTS, JENNIFER                                                                                                                                                                                       ",DEM,2012  ,0
1064,H2NC09134,"PITTENGER, ROBERT M. THE HON.                                                                                                                                                                           ",REP,2014  ,1
1065,H2NC09134,"PITTENGER, ROBERT M THE HONORABLE                                                                                                                                                                       ",REP,2012  ,1
1066,H2NC09167,"CAMPBELL, CURTIS                                                                                                                                                                                        ",LIB,2012  ,0
1067,H2NC11080,"MEADOWS, MARK R                                                                                                                                                                                         ",REP,2012  ,1
1068,H2NC11080,"MEADOWS, MARK R                                                                                                                                                                                         ",REP,2014  ,1
1069,H2NC11114,"ROGERS, HAYDEN                                                                                                                                                                                          ",DEM,2012  ,0
1070,H2NC11114,"ROGERS, HAYDEN                                                                                                                                                                                          ",DEM,2012  ,0
1071,H2NC12021,"WATT, MELVIN L                                                                                                                                                                                          ",DEM,2014  ,1
1072,H2NC12021,"WATT, MELVIN L                                                                                                                                                                                          ",DEM,2012  ,1
1073,H2NC12179,"BROSCH, JACK W                                                                                                                                                                                          ",REP,2012  ,0
1074,H2NC12179,"BROSCH, JACK W                                                                                                                                                                                          ",REP,2012  ,0
1075,H2NC13110,"HOLDING, GEORGE E MR.                                                                                                                                                                                   ",REP,2014  ,1
1076,H2NC13110,"HOLDING, GEORGE E. B. MR.                                                                                                                                                                               ",REP,2012  ,1
1077,H2NC13144,"MALONE, CHARLES                                                                                                                                                                                         ",DEM,2012  ,0
1078,H2NC13144,"MALONE, CHARLES                                                                                                                                                                                         ",DEM,2012  ,0
1079,H2ND00115,"GULLESON, PAM                                                                                                                                                                                           ",DEM,2012  ,0
1080,H2ND00115,"GULLESON, PAM                                                                                                                                                                                           ",DEM,2012  ,0
1081,H2ND00149,"OLSON, ERIC                                                                                                                                                                                             ",LIB,2012  ,0
1082,H2NH01247,"KELLY, BRENDAN                                                                                                                                                                                          ",LIB,2012  ,0
1083,H2NH02203,"MACIA, HARDY                                                                                                                                                                                            ",LIB,2012  ,0
1084,H2NJ01104,"HORTON, GREGORY W                                                                                                                                                                                       ",REP,2012  ,0
1085,H2NJ01104,"HORTON, GREGORY W                                                                                                                                                                                       ",REP,2012  ,0
1086,H2NJ01112,"REITTER, JOHN WILLIAM                                                                                                                                                                                   ",GRE,2012  ,0
1087,H2NJ02037,"LOBIONDO, FRANK A.                                                                                                                                                                                      ",REP,2014  ,1
1088,H2NJ02037,"LOBIONDO, FRANK A.                                                                                                                                                                                      ",REP,2012  ,1
1089,H2NJ02144,"SHOBER, CASSANDRA RANIERI                                                                                                                                                                               ",DEM,2012  ,0
1090,H2NJ02144,"SHOBER, CASSANDRA RANIERI                                                                                                                                                                               ",DEM,2012  ,0
1091,H2NJ02177,"ORDILLE, JOHN                                                                                                                                                                                           ",LIB,2012  ,0
1092,H2NJ03183,"ADLER, SHELLEY                                                                                                                                                                                          ",DEM,2012  ,0
1093,H2NJ03183,"ADLER, SHELLEY                                                                                                                                                                                          ",DEM,2012  ,0
1094,H2NJ03191,"FORCHION, ROBERT EDWARD                                                                                                                                                                                 ",OTH,2012  ,0
1095,H2NJ04165,"FROELICH, BRIAN P                                                                                                                                                                                       ",DEM,2012  ,0
1096,H2NJ04165,"FROELICH, BRIAN P                                                                                                                                                                                       ",DEM,2012  ,0
1097,H2NJ05014,"FRELINGHUYSEN, RODNEY P.                                                                                                                                                                                ",REP,2014  ,1
1098,H2NJ05014,"FRELINGHUYSEN, RODNEY P.                                                                                                                                                                                ",REP,2012  ,1
1099,H2NJ05287,"GUSSEN, ADAM JEFFREY                                                                                                                                                                                    ",DEM,2012  ,0
1100,H2NJ05287,"GUSSEN, ADAM JEFFREY                                                                                                                                                                                    ",DEM,2012  ,0
1101,H2NJ07176,"BREEN, DENNIS A.                                                                                                                                                                                        ",OTH,2012  ,0
1102,H2NJ08208,"KARCZEWSKI, MARIA                                                                                                                                                                                       ",REP,2012  ,0
1103,H2NJ09107,"BOTEACH, SHMULEY                                                                                                                                                                                        ",REP,2012  ,0
1104,H2NJ09107,"BOTEACH, SHMULEY                                                                                                                                                                                        ",REP,2012  ,0
1105,H2NJ09123,"SMITH, E DAVID                                                                                                                                                                                          ",UNK,2012  ,0
1106,H2NJ09123,"SMITH, E DAVID                                                                                                                                                                                          ",UNK,2012  ,0
1107,H2NJ10154,"PAYNE, DONALD M., JR.                                                                                                                                                                                   ",DEM,2014  ,1
1108,H2NJ10154,"PAYNE, DONALD M., JR.                                                                                                                                                                                   ",DEM,2012  ,1
1109,H2NJ10188,"KELEMEN, BRIAN C                                                                                                                                                                                        ",REP,2012  ,0
1110,H2NJ11111,"ARVANITES, JOHN                                                                                                                                                                                         ",DEM,2012  ,0
1111,H2NJ11111,"ARVANITES, JOHN                                                                                                                                                                                         ",DEM,2012  ,0
1112,H2NJ11129,"BERLIN, BARRY                                                                                                                                                                                           ",OTH,2012  ,0
1113,H2NJ12119,"BECK, ERIC                                                                                                                                                                                              ",REP,2012  ,0
1114,H2NJ12119,"BECK, ERIC                                                                                                                                                                                              ",REP,2012  ,0
1115,H2NJ13083,"FLYNN, LEN                                                                                                                                                                                              ",LIB,2012  ,0
1116,H2NM01128,"ARNOLD-JONES, JANICE E                                                                                                                                                                                  ",REP,2012  ,0
1117,H2NM02126,"PEARCE, STEVAN E.                                                                                                                                                                                       ",REP,2014  ,1
1118,H2NM02126,"PEARCE, STEVE                                                                                                                                                                                           ",REP,2012  ,1
1119,H2NM02175,"ERHARD, EVELYN MADRID                                                                                                                                                                                   ",DEM,2012  ,0
1120,H2NM02175,"ERHARD, EVELYN MADRID                                                                                                                                                                                   ",DEM,2012  ,0
1121,H2NM03157,"BYRD, JEFFERSON LEE                                                                                                                                                                                     ",REP,2014  ,0
1122,H2NM03157,"BYRD, JEFFERSON LEE                                                                                                                                                                                     ",REP,2012  ,0
1123,H2NV00035,"OCEGUERA, JOHN                                                                                                                                                                                          ",DEM,2012  ,0
1124,H2NV00035,"OCEGUERA, JOHN                                                                                                                                                                                          ",DEM,2012  ,0
1125,H2NV01207,"EDWARDS, CHRISTOPHER                                                                                                                                                                                    ",REP,2012  ,0
1126,H2NV01207,"EDWARDS, CHRISTOPHER                                                                                                                                                                                    ",REP,2012  ,0
1127,H2NV01231,"POJUNIS, WILLIAM G                                                                                                                                                                                      ",LIB,2012  ,0
1128,H2NV02205,"HANSEN, JANINE                                                                                                                                                                                          ",IAP,2014  ,0
1129,H2NV02395,"AMODEI, MARK EUGENE                                                                                                                                                                                     ",REP,2014  ,1
1130,H2NV02395,"AMODEI, MARK EUGENE                                                                                                                                                                                     ",REP,2012  ,1
1131,H2NV02452,"HAINES, MICHAEL L                                                                                                                                                                                       ",IND,2012  ,0
1132,H2NV02478,"KOEPNICK, SAMUEL                                                                                                                                                                                        ",DEM,2012  ,0
1133,H2NV03138,"MURPHY, JAMES THOMAS SR                                                                                                                                                                                 ",IND,2012  ,0
1134,H2NV04011,"HORSFORD, STEVEN ALEXZANDER                                                                                                                                                                             ",DEM,2014  ,1
1135,H2NV04011,"HORSFORD, STEVEN ALEXZANDER                                                                                                                                                                             ",DEM,2012  ,1
1136,H2NV04011,"HORSFORD, STEVEN ALEXZANDER                                                                                                                                                                             ",DEM,2014  ,0
1137,H2NV04011,"HORSFORD, STEVEN ALEXZANDER                                                                                                                                                                             ",DEM,2012  ,0
1138,H2NV04045,"TARKANIAN, DANNY                                                                                                                                                                                        ",REP,2012  ,0
1139,H2NV04045,"TARKANIAN, DANNY                                                                                                                                                                                        ",REP,2012  ,0
1140,H2NY00010,"VELAZQUEZ, NYDIA                                                                                                                                                                                        ",DEM,2014  ,1
1141,H2NY00010,"VELAZQUEZ, NYDIA M.                                                                                                                                                                                     ",DEM,2012  ,1
1142,H2NY00036,"HOCHUL, KATHLEEN COURTNEY                                                                                                                                                                               ",DEM,2012  ,0
1143,H2NY00036,"HOCHUL, KATHLEEN COURTNEY                                                                                                                                                                               ",DEM,2012  ,0
1144,H2NY00051,"SCHREIBMAN, JULIAN D                                                                                                                                                                                    ",DEM,2012  ,0
1145,H2NY00051,"SCHREIBMAN, JULIAN D                                                                                                                                                                                    ",DEM,2012  ,0
1146,H2NY01067,"BISHOP, TIMOTHY                                                                                                                                                                                         ",DEM,2014  ,1
1147,H2NY01067,"BISHOP, TIMOTHY                                                                                                                                                                                         ",DEM,2012  ,1
1148,H2NY01067,"BISHOP, TIMOTHY                                                                                                                                                                                         ",DEM,2014  ,0
1149,H2NY01067,"BISHOP, TIMOTHY                                                                                                                                                                                         ",DEM,2012  ,0
1150,H2NY02081,"FALCONE, VIVIANNE C                                                                                                                                                                                     ",DEM,2012  ,0
1151,H2NY02081,"FALCONE, VIVIANNE C                                                                                                                                                                                     ",DEM,2012  ,0
1152,H2NY03089,"KING, PETER T. HON.                                                                                                                                                                                     ",REP,2014  ,1
1153,H2NY03089,"KING, PETER T. HON.                                                                                                                                                                                     ",REP,2012  ,1
1154,H2NY03121,"MCDERMOTT, MICHAEL                                                                                                                                                                                      ",LIB,2012  ,0
1155,H2NY05084,"JENNINGS, ALLAN W JR                                                                                                                                                                                    ",DEM,2012  ,0
1156,H2NY05084,"JENNINGS, ALLAN W JR                                                                                                                                                                                    ",DEM,2012  ,0
1157,H2NY05100,"WARK, CATHERINE                                                                                                                                                                                         ",LIB,2012  ,0
1158,H2NY06116,"MENG, GRACE                                                                                                                                                                                             ",DEM,2014  ,1
1159,H2NY06116,"MENG, GRACE                                                                                                                                                                                             ",DEM,2012  ,1
1160,H2NY06157,"HALLORAN, DANIEL JAMES III                                                                                                                                                                              ",REP,2012  ,0
1161,H2NY06157,"HALLORAN, DANIEL JAMES III                                                                                                                                                                              ",REP,2012  ,0
1162,H2NY07056,"MURRAY, JAMES                                                                                                                                                                                           ",CRV,2012  ,0
1163,H2NY08120,"BELLONE, ALAN S                                                                                                                                                                                         ",CRV,2014  ,0
1164,H2NY08120,"BELLONE, ALAN S                                                                                                                                                                                         ",REP,2012  ,0
1165,H2NY08138,"BEAVAN, COLIN                                                                                                                                                                                           ",GRE,2012  ,0
1166,H2NY08138,"BEAVAN, COLIN                                                                                                                                                                                           ",GRE,2012  ,0
1167,H2NY09110,"CAVANAGH, DANIEL J                                                                                                                                                                                      ",CRV,2014  ,0
1168,H2NY09110,"CAVANAGH, DANIEL J                                                                                                                                                                                      ",REP,2012  ,0
1169,H2NY09128,"MORGAN, VIVIA M                                                                                                                                                                                         ",GRE,2012  ,0
1170,H2NY10092,"JEFFRIES, HAKEEM                                                                                                                                                                                        ",DEM,2014  ,1
1171,H2NY10092,"JEFFRIES, HAKEEM                                                                                                                                                                                        ",DEM,2012  ,1
1172,H2NY10100,"CHAN, MICHAEL W                                                                                                                                                                                         ",REP,2014  ,0
1173,H2NY10100,"CHAN, MICHAEL W                                                                                                                                                                                         ",REP,2012  ,0
1174,H2NY12155,"WIGHT, CHRISTOPHER ROBIN                                                                                                                                                                                ",REP,2012  ,0
1175,H2NY12155,"WIGHT, CHRISTOPHER ROBIN                                                                                                                                                                                ",REP,2012  ,0
1176,H2NY13062,"BARDEL, HENRY J.                                                                                                                                                                                        ",GRE,2012  ,0
1177,H2NY13062,"BARDEL, HENRY J.                                                                                                                                                                                        ",GRE,2014  ,0
1178,H2NY13104,"LIATOS, DEBORAH O.                                                                                                                                                                                      ",SWP,2012  ,0
1179,H2NY14037,"MALONEY, CAROLYN B.                                                                                                                                                                                     ",DEM,2014  ,1
1180,H2NY14037,"MALONEY, CAROLYN B                                                                                                                                                                                      ",DEM,2012  ,1
1181,H2NY16057,"MCLAUGHLIN, JOSEPH                                                                                                                                                                                      ",REP,2012  ,0
1182,H2NY16057,"MCLAUGHLIN, JOSEPH                                                                                                                                                                                      ",REP,2012  ,0
1183,H2NY17071,"NADLER, JERROLD L. MR.                                                                                                                                                                                  ",DEM,2012  ,1
1184,H2NY17071,"NADLER, JERROLD L. MR.                                                                                                                                                                                  ",DEM,2014  ,1
1185,H2NY17139,"CARVIN, JOSEPH                                                                                                                                                                                          ",REP,2012  ,0
1186,H2NY17139,"CARVIN, JOSEPH                                                                                                                                                                                          ",REP,2012  ,0
1187,H2NY17147,"MORGANTHALER, FRANCIS E                                                                                                                                                                                 ",OTH,2012  ,0
1188,H2NY21099,"DIETERICH, ROBERT J                                                                                                                                                                                     ",REP,2012  ,0
1189,H2NY21099,"DIETERICH, ROBERT J                                                                                                                                                                                     ",REP,2012  ,0
1190,H2NY21107,"HASSIG, DONALD L                                                                                                                                                                                        ",GRE,2012  ,0
1191,H2NY22113,"SHINAGAWA, NATHAN                                                                                                                                                                                       ",OTH,2012  ,0
1192,H2NY22113,"SHINAGAWA, NATHAN                                                                                                                                                                                       ",OTH,2012  ,0
1193,H2NY22139,"MALONEY, SEAN PATRICK                                                                                                                                                                                   ",DEM,2012  ,1
1194,H2NY22139,"MALONEY, SEAN PATRICK                                                                                                                                                                                   ",DEM,2014  ,1
1195,H2NY22147,"LAMB, DAN                                                                                                                                                                                               ",DEM,2012  ,0
1196,H2NY22147,"LAMB, DAN                                                                                                                                                                                               ",DEM,2012  ,0
1197,H2NY24119,"ROZUM, URSULA                                                                                                                                                                                           ",GRE,2012  ,0
1198,H2NY24119,"ROZUM, URSULA                                                                                                                                                                                           ",GRE,2012  ,0
1199,H2NY25074,"BROOKS, MAGGIE                                                                                                                                                                                          ",REP,2012  ,0
1200,H2NY25074,"BROOKS, MAGGIE                                                                                                                                                                                          ",REP,2012  ,0
1201,H2NY26171,"MADIGAN, MICHAEL H                                                                                                                                                                                      ",IND,2012  ,0
1202,H2NY26171,"MADIGAN, MICHAEL H                                                                                                                                                                                      ",IND,2012  ,0
1203,H2OH01020,"BERNS, JIM                                                                                                                                                                                              ",LIB,2012  ,0
1204,H2OH02077,"CONDIT, JR., JIM                                                                                                                                                                                        ",UNK,2012  ,0
1205,H2OH02085,"WENSTRUP, BRAD                                                                                                                                                                                          ",REP,2012  ,1
1206,H2OH02085,"WENSTRUP, BRAD R DR.                                                                                                                                                                                    ",REP,2014  ,1
1207,H2OH02093,"KUNDRATA, FREDERICK LOUIS III                                                                                                                                                                           ",DEM,2014  ,0
1208,H2OH02093,"KUNDRATA, FREDERICK L III                                                                                                                                                                               ",REP,2012  ,0
1209,H2OH03067,"TURNER, MICHAEL R REP                                                                                                                                                                                   ",REP,2014  ,1
1210,H2OH03067,"TURNER, MICHAEL R                                                                                                                                                                                       ",REP,2012  ,1
1211,H2OH03125,"BEATTY, JOYCE                                                                                                                                                                                           ",DEM,2014  ,1
1212,H2OH03125,"BEATTY, JOYCE                                                                                                                                                                                           ",DEM,2012  ,1
1213,H2OH03141,"LONG, CHRIS                                                                                                                                                                                             ",REP,2012  ,0
1214,H2OH03141,"LONG, CHRIS                                                                                                                                                                                             ",REP,2012  ,0
1215,H2OH03158,"EHRBAR, RICHARD                                                                                                                                                                                         ",LIB,2012  ,0
1216,H2OH04131,"SLONE, JAMES M                                                                                                                                                                                          ",DEM,2012  ,0
1217,H2OH04131,"SLONE, JAMES M                                                                                                                                                                                          ",DEM,2012  ,0
1218,H2OH04149,"KALLA, CHRIS                                                                                                                                                                                            ",LIB,2012  ,0
1219,H2OH05021,"ZIMMANN, ANGELA KAY                                                                                                                                                                                     ",DEM,2012  ,0
1220,H2OH05021,"ZIMMANN, ANGELA KAY                                                                                                                                                                                     ",DEM,2012  ,0
1221,H2OH05039,"EBERLY, ERIC                                                                                                                                                                                            ",LIB,2012  ,0
1222,H2OH05039,"EBERLY, ERIC                                                                                                                                                                                            ",LIB,2014  ,0
1223,H2OH07142,"APPLEGATE, RALPH A.                                                                                                                                                                                     ",UNK,2014  ,0
1224,H2OH07167,"HEALY-ABRAMS, JOYCE                                                                                                                                                                                     ",DEM,2012  ,0
1225,H2OH07167,"HEALY-ABRAMS, JOYCE                                                                                                                                                                                     ",DEM,2012  ,0
1226,H2OH09031,"KAPTUR, MARCY C HON.                                                                                                                                                                                    ",DEM,2014  ,1
1227,H2OH09031,"KAPTUR, MARCY C HON.                                                                                                                                                                                    ",DEM,2012  ,1
1228,H2OH09114,"WURZELBACHER, SAMUEL JOSEPH                                                                                                                                                                             ",REP,2012  ,0
