,cand_id,cand_name,cand_pty_affliation,result,degreecentrality
868,H2NC021702012,"WILKINS, STEPHEN P                                                                                                                                                                                      ",DEM,0,0.0002484978306139388
869,H2NC022042012,"IRVING, BRIAN                                                                                                                                                                                           ",LIB,0,
870,H2NC030872012,"ANDERSON, ERIK STEVEN                                                                                                                                                                                   ",DEM,0,2.981973967367265e-05
871,H2NC051322012,"MOTSINGER, ELISABETH MARIE                                                                                                                                                                              ",DEM,0,0.0002186780909402661
872,H2NC060722012,"FORIEST, ANTHONY E                                                                                                                                                                                      ",DEM,0,0.00010933904547013305
873,H2NC070962012,"ROUZER, DAVID CHESTON MR.                                                                                                                                                                               ",REP,0,0.0018438539031554253
874,H2NC070962014,"ROUZER, DAVID CHESTON MR.                                                                                                                                                                               ",REP,0,0.0011629698472732336
875,H2NC070962012,"ROUZER, DAVID CHESTON MR.                                                                                                                                                                               ",REP,1,0.0018438539031554253
876,H2NC070962014,"ROUZER, DAVID CHESTON MR.                                                                                                                                                                               ",REP,1,0.0011629698472732336
877,H2NC081852014,"HUDSON, RICHARD L. JR.                                                                                                                                                                                  ",REP,1,0.0006311844897594044
878,H2NC081852012,"HUDSON, RICHARD L. JR.                                                                                                                                                                                  ",REP,1,0.0008399226674751129
879,H2NC082192012,"BLUE, ANTONIO                                                                                                                                                                                           ",DEM,0,4.969956612278775e-06
880,H2NC082192014,"BLUE, ANTONIO                                                                                                                                                                                           ",DEM,0,2.981973967367265e-05
881,H2NC090762012,"ROBERTS, JENNIFER                                                                                                                                                                                       ",DEM,0,0.0021321113866675945
882,H2NC091342014,"PITTENGER, ROBERT M. THE HON.                                                                                                                                                                           ",REP,1,0.00013418882853152693
883,H2NC091342012,"PITTENGER, ROBERT M THE HONORABLE                                                                                                                                                                       ",REP,1,0.0012176393700082998
884,H2NC091672012,"CAMPBELL, CURTIS                                                                                                                                                                                        ",LIB,0,
885,H2NC110802012,"MEADOWS, MARK R                                                                                                                                                                                         ",REP,1,0.0015506264630309778
886,H2NC110802014,"MEADOWS, MARK R                                                                                                                                                                                         ",REP,1,0.0008001630145768827
887,H2NC111142012,"ROGERS, HAYDEN                                                                                                                                                                                          ",DEM,0,0.0012176393700082998
888,H2NC120212014,"WATT, MELVIN L                                                                                                                                                                                          ",DEM,1,
889,H2NC120212012,"WATT, MELVIN L                                                                                                                                                                                          ",DEM,1,0.0004224463120436959
890,H2NC121792012,"BROSCH, JACK W                                                                                                                                                                                          ",REP,0,
891,H2NC131102014,"HOLDING, GEORGE E MR.                                                                                                                                                                                   ",REP,1,0.0014959569402959113
892,H2NC131102012,"HOLDING, GEORGE E. B. MR.                                                                                                                                                                               ",REP,1,0.00194822299201328
893,H2NC131442012,"MALONE, CHARLES                                                                                                                                                                                         ",DEM,0,6.460943595962409e-05
894,H2ND001152012,"GULLESON, PAM                                                                                                                                                                                           ",DEM,0,0.0010337509753539852
895,H2ND001492012,"OLSON, ERIC                                                                                                                                                                                             ",LIB,0,
896,H2NH012472012,"KELLY, BRENDAN                                                                                                                                                                                          ",LIB,0,
897,H2NH022032012,"MACIA, HARDY                                                                                                                                                                                            ",LIB,0,
898,H2NJ011042012,"HORTON, GREGORY W                                                                                                                                                                                       ",REP,0,4.969956612278776e-05
899,H2NJ011122012,"REITTER, JOHN WILLIAM                                                                                                                                                                                   ",GRE,0,
900,H2NJ020372014,"LOBIONDO, FRANK A.                                                                                                                                                                                      ",REP,1,0.001436317460948566
901,H2NJ020372012,"LOBIONDO, FRANK A.                                                                                                                                                                                      ",REP,1,0.0009592016261698037
902,H2NJ021442012,"SHOBER, CASSANDRA RANIERI                                                                                                                                                                               ",DEM,0,0.00014909869836836326
903,H2NJ021772012,"ORDILLE, JOHN                                                                                                                                                                                           ",LIB,0,
904,H2NJ031832012,"ADLER, SHELLEY                                                                                                                                                                                          ",DEM,0,0.0018935534692782134
905,H2NJ031912012,"FORCHION, ROBERT EDWARD                                                                                                                                                                                 ",OTH,0,
906,H2NJ041652012,"FROELICH, BRIAN P                                                                                                                                                                                       ",DEM,0,0.00013915878514380572
907,H2NJ050142014,"FRELINGHUYSEN, RODNEY P.                                                                                                                                                                                ",REP,1,0.0010138711489048704
908,H2NJ050142012,"FRELINGHUYSEN, RODNEY P.                                                                                                                                                                                ",REP,1,0.0007852531447400464
909,H2NJ052872012,"GUSSEN, ADAM JEFFREY                                                                                                                                                                                    ",DEM,0,0.00014909869836836326
910,H2NJ071762012,"BREEN, DENNIS A.                                                                                                                                                                                        ",OTH,0,
911,H2NJ082082012,"KARCZEWSKI, MARIA                                                                                                                                                                                       ",REP,0,
912,H2NJ091072012,"BOTEACH, SHMULEY                                                                                                                                                                                        ",REP,0,0.0003926265723700232
913,H2NJ091232012,"SMITH, E DAVID                                                                                                                                                                                          ",UNK,0,4.969956612278775e-06
914,H2NJ101542014,"PAYNE, DONALD M., JR.                                                                                                                                                                                   ",DEM,1,6.460943595962409e-05
915,H2NJ101542012,"PAYNE, DONALD M., JR.                                                                                                                                                                                   ",DEM,1,0.0001192789586946906
916,H2NJ101882012,"KELEMEN, BRIAN C                                                                                                                                                                                        ",REP,0,
917,H2NJ111112012,"ARVANITES, JOHN                                                                                                                                                                                         ",DEM,0,0.0003180772231858416
918,H2NJ111292012,"BERLIN, BARRY                                                                                                                                                                                           ",OTH,0,
919,H2NJ121192012,"BECK, ERIC                                                                                                                                                                                              ",REP,0,0.00019879826449115104
920,H2NJ130832012,"FLYNN, LEN                                                                                                                                                                                              ",LIB,0,
921,H2NM011282012,"ARNOLD-JONES, JANICE E                                                                                                                                                                                  ",REP,0,0.0012872187625802027
922,H2NM021262014,"PEARCE, STEVAN E.                                                                                                                                                                                       ",REP,1,0.0021718710395658247
923,H2NM021262012,"PEARCE, STEVE                                                                                                                                                                                           ",REP,1,0.0017842144238080805
924,H2NM021752012,"ERHARD, EVELYN MADRID                                                                                                                                                                                   ",DEM,0,0.00011430900208241185
925,H2NM031572014,"BYRD, JEFFERSON LEE                                                                                                                                                                                     ",REP,0,0.0003230471797981204
926,H2NM031572012,"BYRD, JEFFERSON LEE                                                                                                                                                                                     ",REP,0,0.00026837765706305385
927,H2NV000352012,"OCEGUERA, JOHN                                                                                                                                                                                          ",DEM,0,0.001794154337032638
928,H2NV012072012,"EDWARDS, CHRISTOPHER                                                                                                                                                                                    ",REP,0,0.00010436908885785428
929,H2NV012312012,"POJUNIS, WILLIAM G                                                                                                                                                                                      ",LIB,0,
930,H2NV022052014,"HANSEN, JANINE                                                                                                                                                                                          ",IAP,0,
931,H2NV023952014,"AMODEI, MARK EUGENE                                                                                                                                                                                     ",REP,1,0.000571545010412059
932,H2NV023952012,"AMODEI, MARK EUGENE                                                                                                                                                                                     ",REP,1,0.0013965578080503355
933,H2NV024522012,"HAINES, MICHAEL L                                                                                                                                                                                       ",IND,0,
934,H2NV024782012,"KOEPNICK, SAMUEL                                                                                                                                                                                        ",DEM,0,
935,H2NV031382012,"MURPHY, JAMES THOMAS SR                                                                                                                                                                                 ",IND,0,
936,H2NV040112014,"HORSFORD, STEVEN ALEXZANDER                                                                                                                                                                             ",DEM,1,0.0009045321034347373
937,H2NV040112012,"HORSFORD, STEVEN ALEXZANDER                                                                                                                                                                             ",DEM,1,0.0015506264630309778
938,H2NV040112014,"HORSFORD, STEVEN ALEXZANDER                                                                                                                                                                             ",DEM,0,0.0009045321034347373
939,H2NV040112012,"HORSFORD, STEVEN ALEXZANDER                                                                                                                                                                             ",DEM,0,0.0015506264630309778
940,H2NV040452012,"TARKANIAN, DANNY                                                                                                                                                                                        ",REP,0,0.0015357165931941415
941,H2NY000102014,"VELAZQUEZ, NYDIA                                                                                                                                                                                        ",DEM,1,0.0001192789586946906
942,H2NY000102012,"VELAZQUEZ, NYDIA M.                                                                                                                                                                                     ",DEM,1,7.454934918418163e-05
943,H2NY000362012,"HOCHUL, KATHLEEN COURTNEY                                                                                                                                                                               ",DEM,0,0.0030316735334900533
944,H2NY000512012,"SCHREIBMAN, JULIAN D                                                                                                                                                                                    ",DEM,0,0.002345819520995582
945,H2NY010672014,"BISHOP, TIMOTHY                                                                                                                                                                                         ",DEM,1,0.0018587637729922614
946,H2NY010672012,"BISHOP, TIMOTHY                                                                                                                                                                                         ",DEM,1,0.002251390345362285
947,H2NY010672014,"BISHOP, TIMOTHY                                                                                                                                                                                         ",DEM,0,0.0018587637729922614
948,H2NY010672012,"BISHOP, TIMOTHY                                                                                                                                                                                         ",DEM,0,0.002251390345362285
949,H2NY020812012,"FALCONE, VIVIANNE C                                                                                                                                                                                     ",DEM,0,2.484978306139388e-05
950,H2NY030892014,"KING, PETER T. HON.                                                                                                                                                                                     ",REP,1,0.0005616050971875017
951,H2NY030892012,"KING, PETER T. HON.                                                                                                                                                                                     ",REP,1,0.0006858540124944709
952,H2NY031212012,"MCDERMOTT, MICHAEL                                                                                                                                                                                      ",LIB,0,
953,H2NY050842012,"JENNINGS, ALLAN W JR                                                                                                                                                                                    ",DEM,0,
954,H2NY051002012,"WARK, CATHERINE                                                                                                                                                                                         ",LIB,0,
955,H2NY061162014,"MENG, GRACE                                                                                                                                                                                             ",DEM,1,0.0006510643162085197
956,H2NY061162012,"MENG, GRACE                                                                                                                                                                                             ",DEM,1,0.002281210085035958
957,H2NY061572012,"HALLORAN, DANIEL JAMES III                                                                                                                                                                              ",REP,0,0.0002634077004507751
958,H2NY070562012,"MURRAY, JAMES                                                                                                                                                                                           ",CRV,0,
959,H2NY081202014,"BELLONE, ALAN S                                                                                                                                                                                         ",CRV,0,
960,H2NY081202012,"BELLONE, ALAN S                                                                                                                                                                                         ",REP,0,
961,H2NY081382012,"BEAVAN, COLIN                                                                                                                                                                                           ",GRE,0,1.4909869836836325e-05
962,H2NY091102014,"CAVANAGH, DANIEL J                                                                                                                                                                                      ",CRV,0,
963,H2NY091102012,"CAVANAGH, DANIEL J                                                                                                                                                                                      ",REP,0,
964,H2NY091282012,"MORGAN, VIVIA M                                                                                                                                                                                         ",GRE,0,
965,H2NY100922014,"JEFFRIES, HAKEEM                                                                                                                                                                                        ",DEM,1,0.0005417252707383865
966,H2NY100922012,"JEFFRIES, HAKEEM                                                                                                                                                                                        ",DEM,1,0.00018885835126659342
967,H2NY101002014,"CHAN, MICHAEL W                                                                                                                                                                                         ",REP,0,
968,H2NY101002012,"CHAN, MICHAEL W                                                                                                                                                                                         ",REP,0,
969,H2NY121552012,"WIGHT, CHRISTOPHER ROBIN                                                                                                                                                                                ",REP,0,2.484978306139388e-05
970,H2NY130622012,"BARDEL, HENRY J.                                                                                                                                                                                        ",GRE,0,
971,H2NY130622014,"BARDEL, HENRY J.                                                                                                                                                                                        ",GRE,0,
972,H2NY131042012,"LIATOS, DEBORAH O.                                                                                                                                                                                      ",SWP,0,
973,H2NY140372014,"MALONEY, CAROLYN B.                                                                                                                                                                                     ",DEM,1,0.00046717592155420487
974,H2NY140372012,"MALONEY, CAROLYN B                                                                                                                                                                                      ",DEM,1,0.0008200428410259979
975,H2NY160572012,"MCLAUGHLIN, JOSEPH                                                                                                                                                                                      ",REP,0,9.93991322455755e-06
976,H2NY170712012,"NADLER, JERROLD L. MR.                                                                                                                                                                                  ",DEM,1,0.0005765149670243379
977,H2NY170712014,"NADLER, JERROLD L. MR.                                                                                                                                                                                  ",DEM,1,0.0007802831881277678
978,H2NY171392012,"CARVIN, JOSEPH                                                                                                                                                                                          ",REP,0,0.0005367553141261077
979,H2NY171472012,"MORGANTHALER, FRANCIS E                                                                                                                                                                                 ",OTH,0,
980,H2NY210992012,"DIETERICH, ROBERT J                                                                                                                                                                                     ",REP,0,0.00037771670253318684
981,H2NY211072012,"HASSIG, DONALD L                                                                                                                                                                                        ",GRE,0,
982,H2NY221132012,"SHINAGAWA, NATHAN                                                                                                                                                                                       ",OTH,0,0.0017096650746238984
983,H2NY221392012,"MALONEY, SEAN PATRICK                                                                                                                                                                                   ",DEM,1,0.003752317242270475
984,H2NY221392014,"MALONEY, SEAN PATRICK                                                                                                                                                                                   ",DEM,1,0.003379570496349567
985,H2NY221472012,"LAMB, DAN                                                                                                                                                                                               ",DEM,0,0.0006659741860453557
986,H2NY241192012,"ROZUM, URSULA                                                                                                                                                                                           ",GRE,0,3.4789696285951424e-05
987,H2NY250742012,"BROOKS, MAGGIE                                                                                                                                                                                          ",REP,0,0.002032712254422019
988,H2NY261712012,"MADIGAN, MICHAEL H                                                                                                                                                                                      ",IND,0,5.466952273506653e-05
989,H2OH010202012,"BERNS, JIM                                                                                                                                                                                              ",LIB,0,
990,H2OH020772012,"CONDIT, JR., JIM                                                                                                                                                                                        ",UNK,0,
991,H2OH020852012,"WENSTRUP, BRAD                                                                                                                                                                                          ",REP,1,0.0016848152915625047
992,H2OH020852014,"WENSTRUP, BRAD R DR.                                                                                                                                                                                    ",REP,1,0.0010884204980890517
993,H2OH020932014,"KUNDRATA, FREDERICK LOUIS III                                                                                                                                                                           ",DEM,0,8.945921902101794e-05
994,H2OH020932012,"KUNDRATA, FREDERICK L III                                                                                                                                                                               ",REP,0,
995,H2OH030672014,"TURNER, MICHAEL R REP                                                                                                                                                                                   ",REP,1,0.0006908239691067497
996,H2OH030672012,"TURNER, MICHAEL R                                                                                                                                                                                       ",REP,1,0.0011033303679258881
997,H2OH031252014,"BEATTY, JOYCE                                                                                                                                                                                           ",DEM,1,0.0003876566157577445
998,H2OH031252012,"BEATTY, JOYCE                                                                                                                                                                                           ",DEM,1,0.0008448926240873918
999,H2OH031412012,"LONG, CHRIS                                                                                                                                                                                             ",REP,0,5.96394793473453e-05
1000,H2OH031582012,"EHRBAR, RICHARD                                                                                                                                                                                         ",LIB,0,
1001,H2OH041312012,"SLONE, JAMES M                                                                                                                                                                                          ",DEM,0,2.981973967367265e-05
1002,H2OH041492012,"KALLA, CHRIS                                                                                                                                                                                            ",LIB,0,
1003,H2OH050212012,"ZIMMANN, ANGELA KAY                                                                                                                                                                                     ",DEM,0,0.0016649354651133894
1004,H2OH050392012,"EBERLY, ERIC                                                                                                                                                                                            ",LIB,0,
1005,H2OH050392014,"EBERLY, ERIC                                                                                                                                                                                            ",LIB,0,
1006,H2OH071422014,"APPLEGATE, RALPH A.                                                                                                                                                                                     ",UNK,0,
1007,H2OH071672012,"HEALY-ABRAMS, JOYCE                                                                                                                                                                                     ",DEM,0,0.0011828496737223484
1008,H2OH090312014,"KAPTUR, MARCY C HON.                                                                                                                                                                                    ",DEM,1,0.00030813730996128406
1009,H2OH090312012,"KAPTUR, MARCY C HON.                                                                                                                                                                                    ",DEM,1,0.0005516651839629442
1010,H2OH091142012,"WURZELBACHER, SAMUEL JOSEPH                                                                                                                                                                             ",REP,0,0.0004721458781664837
1011,H2OH091482012,"STIPE, SEAN P                                                                                                                                                                                           ",LIB,0,
1012,H2OH121002012,"REESE, JAMES                                                                                                                                                                                            ",DEM,0,3.97596528982302e-05
1013,H2OH131992012,"AGANA, MARISHA GUZMAN                                                                                                                                                                                   ",REP,0,9.939913224557552e-05
1014,H2OH140642014,"JOYCE, DAVID P                                                                                                                                                                                          ",REP,1,0.001282248805967924
1015,H2OH140642012,"JOYCE, DAVID P                                                                                                                                                                                          ",REP,1,0.0014810470704590749
1016,H2OH150872012,"LANG, PATRICK                                                                                                                                                                                           ",DEM,0,0.00018885835126659342
1017,H2OH150952012,"WHARTON, RICHARD SCOTT                                                                                                                                                                                  ",DEM,0,
1018,H2OH150952014,"WHARTON, RICHARD SCOTT                                                                                                                                                                                  ",DEM,0,0.00014412874175608447
1019,H2OH171092014,"RYAN, TIMOTHY J.                                                                                                                                                                                        ",DEM,1,0.0006013647500857318
1020,H2OH171092012,"RYAN, TIMOTHY                                                                                                                                                                                           ",DEM,1,0.000596394793473453
1021,H2OK011432012,"BRIDENSTINE, JAMES FREDERICK                                                                                                                                                                            ",REP,1,0.0008200428410259979
1022,H2OK011432014,"BRIDENSTINE, JAMES FREDERICK                                                                                                                                                                            ",REP,1,0.00015406865498064203
1023,H2OK011502012,"OLSON, JOHN RICHARD                                                                                                                                                                                     ",DEM,0,0.0007753132315154889
1024,H2OK020832012,"MULLIN, MARKWAYNE                                                                                                                                                                                       ",REP,1,0.000596394793473453
1025,H2OK020832014,"MULLIN, MARKWAYNE MR.                                                                                                                                                                                   ",REP,1,0.0008250127976382768
1026,H2OK021582012,"WALLACE, ROB                                                                                                                                                                                            ",DEM,0,0.0011579998906609545
1027,H2OK021662012,"EVERETT, EARL EARL                                                                                                                                                                                      ",DEM,0,
1028,H2OK021662014,"EVERETT, EARL EARL                                                                                                                                                                                      ",DEM,0,
1029,H2OK021742012,"FULKS, MICHAEL G                                                                                                                                                                                        ",IND,0,
1030,H2OK030812012,"MURRAY, TIMOTHY RAY                                                                                                                                                                                     ",DEM,0,
1031,H2OK030812014,"MURRAY, TIMOTHY RAY                                                                                                                                                                                     ",DEM,0,
1032,H2OK031072012,"SANDERS, WILLIAM M                                                                                                                                                                                      ",IND,0,
1033,H2OK040552014,"COLE, TOM                                                                                                                                                                                               ",REP,1,0.0006560342728207983
1034,H2OK040552012,"COLE, TOM JEFFERY                                                                                                                                                                                       ",REP,1,0.0006063347066980107
1035,H2OK041392012,"BEBO, DONNA MARIE                                                                                                                                                                                       ",DEM,0,3.4789696285951424e-05
1036,H2OK051442012,"MARTIN, PAT                                                                                                                                                                                             ",IND,0,
1037,H2OR011332012,"BONAMICI, SUZANNE                                                                                                                                                                                       ",DEM,1,0.0014810470704590749
1038,H2OR011332014,"BONAMICI, SUZANNE MS.                                                                                                                                                                                   ",DEM,1,0.0004472960951050896
1039,H2OR011902012,"MORGAN, DELINDA                                                                                                                                                                                         ",REP,0,2.484978306139388e-05
1040,H2OR011902014,"MORGAN, DELINDA                                                                                                                                                                                         ",REP,0,
1041,H2OR012162012,"REYNOLDS, STEVEN CODY                                                                                                                                                                                   ",OTH,0,
1042,H2OR012162014,"REYNOLDS, STEVEN CODY                                                                                                                                                                                   ",LIB,0,
1043,H2OR012242014,"FOSTER, JAMES                                                                                                                                                                                           ",LIB,0,
1044,H2OR012242012,"FOSTER, JAMES                                                                                                                                                                                           ",LIB,0,
1045,H2OR030972012,"BROADNAX, WOODROW V JR                                                                                                                                                                                  ",GRE,0,
1046,H2OR040792012,"HUNTTING, CHARLES L CHUCK                                                                                                                                                                               ",LIB,0,
1047,H2OR040792012,"HUNTTING, CHARLES L ""CHUCK""                                                                                                                                                                             ",LIB,0,
1048,H2PA020552012,"FATTAH, CHAKA MR.                                                                                                                                                                                       ",DEM,1,0.00026837765706305385
1049,H2PA020552014,"FATTAH, CHAKA MR.                                                                                                                                                                                       ",DEM,1,0.00013915878514380572
1050,H2PA021392012,"MANSFIELD, ROBERT ALLEN                                                                                                                                                                                 ",REP,0,
1051,H2PA021472012,"FOSTER, JAMES                                                                                                                                                                                           ",IND,0,
1052,H2PA031112012,"EATON, MELISSA ANN                                                                                                                                                                                      ",DEM,0,0.0005218454442892713
1053,H2PA041352014,"PERRY, SCOTT                                                                                                                                                                                            ",REP,1,0.00036777678930862936
